34-97	169.0	808.0
35-28	3192.0	678.0
35-44	222.0	965.0
35-45	2280.0	380.0
35-48	2320.0	934.0
35-56	1865.0	866.0
35-70	1961.0	944.0
35-71	4196.0	441.0
36-101	3468.0	379.0
36-18	625.0	660.0
36-37	273.0	630.0
36-84	3242.0	398.0
37-1	1408.0	188.0
37-19	1290.0	516.0
37-32	1619.0	65.0
37-40	652.0	82.0
37-45	3010.0	698.0
37-50	3849.0	290.0
37-54	1099.0	667.0
37-88	2656.0	921.0
38-104	3739.0	300.0
38-32	2469.0	175.0
38-39	1050.0	806.0
38-42	3873.0	654.0
38-43	2868.0	520.0
38-69	302.0	470.0
39-24	2029.0	166.0
39-32	2005.0	637.0
39-49	3175.0	719.0
39-54	3564.0	742.0
39-71	1248.0	223.0
39-73	4963.0	885.0
39-90	293.0	183.0
4-5	3455.0	776.0
4-56	1871.0	305.0
40-1	4088.0	604.0
40-18	1902.0	875.0
40-20	3237.0	294.0
40-23	911.0	858.0
40-63	737.0	429.0
41-27	3834.0	994.0
41-38	2127.0	179.0
41-39	2819.0	703.0
41-56	1351.0	493.0
41-62	3139.0	469.0
41-8	3387.0	871.0
41-92	797.0	239.0
42-35	1815.0	325.0
42-39	4293.0	857.0
42-43	485.0	445.0
42-65	443.0	296.0
43-104	3803.0	901.0
43-112	4743.0	541.0
43-16	4620.0	989.0
43-31	3350.0	796.0
43-4	2924.0	383.0
43-51	3926.0	89.0
44-17	243.0	209.0
44-42	2279.0	106.0
44-65	2400.0	375.0
44-67	2559.0	662.0
44-85	2042.0	226.0
44-98	4532.0	644.0
45-20	4853.0	396.0
45-35	2315.0	773.0
45-38	4358.0	974.0
45-44	138.0	883.0
45-5	1287.0	380.0
45-55	1161.0	337.0
45-60	4805.0	890.0
45-61	4513.0	713.0
45-65	1092.0	512.0
45-77	4221.0	951.0
46-28	3052.0	915.0
46-45	893.0	186.0
46-59	2500.0	696.0
46-61	3410.0	65.0
46-73	2723.0	784.0
47-31	1705.0	959.0
47-34	2694.0	755.0
47-36	1040.0	485.0
47-41	1165.0	163.0
47-43	1175.0	631.0
47-48	3279.0	476.0
47-50	1531.0	776.0
47-55	2658.0	201.0
47-59	2107.0	971.0
47-68	4856.0	223.0
47-86	3498.0	925.0
48-106	2650.0	948.0
48-139	875.0	245.0
48-16	4145.0	558.0
48-24	3209.0	492.0
48-27	3376.0	430.0
48-42	4891.0	62.0
48-43	4522.0	425.0
48-54	4671.0	484.0
48-56	4978.0	49.0
48-60	3063.0	946.0
48-67	2071.0	588.0
48-92	4878.0	185.0
49-32	1585.0	330.0
49-37	1046.0	107.0
49-43	408.0	93.0
49-47	2236.0	788.0
5-62	3288.0	721.0
50-24	2991.0	229.0
50-34	370.0	163.0
50-37	251.0	638.0
50-38	2017.0	209.0
50-40	4429.0	411.0
50-45	4544.0	917.0
50-56	4593.0	433.0
50-70	2628.0	561.0
50-91	1413.0	414.0
51-29	1295.0	172.0
51-36	2004.0	762.0
51-52	4773.0	865.0
51-53	384.0	210.0
51-57	3609.0	793.0
51-63	1009.0	289.0
51-65	2917.0	358.0
51-76	1841.0	699.0
52-13	1439.0	825.0
52-23	3050.0	506.0
52-50	3408.0	127.0
52-54	4227.0	518.0
52-63	1031.0	446.0
52-74	665.0	592.0
52-76	4673.0	486.0
52-88	1460.0	856.0
53-100	4516.0	886.0
53-30	2628.0	95.0
53-45	4414.0	840.0
53-47	4314.0	226.0
53-52	4191.0	286.0
53-76	4467.0	840.0
54-30	363.0	463.0
54-31	804.0	545.0
54-36	1707.0	140.0
54-39	2403.0	204.0
54-47	4295.0	62.0
54-81	1806.0	288.0
55-18	1346.0	666.0
55-19	1498.0	868.0
55-22	2740.0	541.0
55-29	4184.0	119.0
55-35	4668.0	982.0
55-40	4071.0	620.0
55-44	3648.0	108.0
55-53	1923.0	671.0
55-56	2305.0	591.0
55-59	3602.0	237.0
55-62	1211.0	477.0
55-86	1432.0	284.0
56-1	739.0	215.0
56-17	2958.0	478.0
56-40	1768.0	545.0
56-42	275.0	931.0
56-43	2958.0	962.0
56-52	2492.0	252.0
56-68	3803.0	253.0
57-24	4216.0	580.0
57-47	1309.0	735.0
57-48	3473.0	737.0
57-61	3428.0	864.0
57-63	4787.0	73.0
57-67	3859.0	682.0
57-79	1212.0	952.0
57-9	531.0	314.0
58-10	3945.0	67.0
58-54	1468.0	302.0
58-59	3279.0	115.0
58-81	599.0	188.0
58-87	2013.0	519.0
59-1	2663.0	919.0
59-20	3191.0	291.0
59-26	4907.0	129.0
59-32	2419.0	721.0
59-33	918.0	121.0
59-47	995.0	619.0
59-51	3476.0	846.0
59-69	3018.0	378.0
59-71	220.0	764.0
59-79	750.0	598.0
59-88	1713.0	822.0
60-24	1430.0	202.0
60-45	4078.0	150.0
60-58	616.0	109.0
60-62	2359.0	706.0
60-63	2152.0	751.0
60-67	4002.0	270.0
60-78	3498.0	900.0
61-34	384.0	256.0
61-35	551.0	877.0
61-59	1716.0	603.0
61-71	4037.0	730.0
61-72	4337.0	619.0
62-18	989.0	103.0
62-19	4100.0	860.0
62-31	629.0	698.0
62-37	1118.0	884.0
62-46	3234.0	546.0
62-52	4433.0	193.0
62-65	2646.0	47.0
62-68	3515.0	774.0
62-69	3423.0	504.0
63-17	3247.0	542.0
63-18	2573.0	598.0
63-29	4369.0	689.0
63-33	1033.0	143.0
63-51	2219.0	969.0
63-53	673.0	882.0
63-54	4504.0	317.0
63-56	2334.0	168.0
63-62	1031.0	919.0
63-65	779.0	117.0
64-27	2225.0	99.0
64-30	1488.0	213.0
64-34	4085.0	460.0
64-50	4431.0	480.0
64-65	410.0	510.0
64-68	4712.0	159.0
64-72	3906.0	395.0
65-14	3672.0	623.0
65-28	4286.0	907.0
65-31	123.0	487.0
65-36	2124.0	933.0
65-51	2411.0	416.0
65-52	266.0	715.0
65-60	2743.0	722.0
65-69	466.0	785.0
65-75	3678.0	78.0
65-83	3108.0	356.0
65-84	2212.0	497.0
65-85	2801.0	479.0
65-98	1175.0	728.0
66-32	3238.0	213.0
66-70	4625.0	628.0
66-73	1857.0	466.0
66-86	3153.0	542.0
67-1	3519.0	816.0
67-22	3892.0	728.0
67-35	4892.0	955.0
67-4	4339.0	636.0
67-43	3370.0	116.0
67-45	495.0	941.0
67-98	955.0	859.0
68-82	2402.0	371.0
69-43	1819.0	267.0
69-58	1122.0	696.0
7-44	882.0	302.0
7-69	1581.0	284.0
70-26	2013.0	586.0
70-40	2618.0	457.0
70-43	2162.0	155.0
70-60	248.0	443.0
70-73	2627.0	302.0
70-81	2161.0	88.0
71-11	3529.0	233.0
71-40	4636.0	704.0
71-45	2828.0	77.0
71-56	4926.0	647.0
71-57	2267.0	737.0
71-75	4029.0	685.0
71-83	2030.0	791.0
72-106	2127.0	581.0
72-32	3446.0	220.0
72-40	3880.0	392.0
72-50	1660.0	635.0
72-54	2114.0	263.0
72-65	1355.0	350.0
72-70	3788.0	600.0
72-86	4800.0	289.0
72-88	1764.0	217.0
72-92	987.0	383.0
73-38	1306.0	526.0
73-6	3840.0	507.0
73-74	3275.0	670.0
73-81	721.0	489.0
74-14	2214.0	889.0
74-30	3177.0	834.0
74-41	3248.0	145.0
74-58	4141.0	233.0
74-78	1343.0	766.0
74-79	3913.0	706.0
75-20	1019.0	170.0
75-21	1881.0	642.0
75-47	2142.0	489.0
75-48	675.0	774.0
75-64	309.0	906.0
75-87	3005.0	344.0
76-17	1692.0	496.0
76-21	1365.0	117.0
76-52	2162.0	304.0
76-58	2777.0	732.0
76-69	327.0	305.0
76-89	2801.0	683.0
77-1	644.0	684.0
77-114	1413.0	876.0
77-12	3653.0	272.0
77-17	2176.0	580.0
77-40	4552.0	230.0
77-57	187.0	259.0
78-27	4078.0	637.0
78-62	2860.0	614.0
79-50	2686.0	404.0
79-60	1480.0	772.0
8-36	1194.0	549.0
8-38	3379.0	969.0
8-57	2852.0	457.0
8-76	816.0	932.0
80-48	3208.0	611.0
80-52	1883.0	621.0
80-59	2810.0	823.0
81-36	4651.0	929.0
82-31	3052.0	899.0
82-93	3814.0	276.0
83-105	2170.0	668.0
83-29	857.0	429.0
83-51	1611.0	341.0
83-69	3570.0	241.0
83-76	1187.0	312.0
84-1	2568.0	352.0
84-26	1670.0	752.0
85-60	3209.0	720.0
85-82	4521.0	702.0
86-28	3772.0	614.0
86-50	3123.0	408.0
87-19	3564.0	369.0
87-60	4747.0	973.0
87-66	4482.0	988.0
88-68	2776.0	238.0
88-83	3256.0	842.0
89-1	2539.0	530.0
89-48	4501.0	720.0
89-58	3669.0	714.0
89-6	3112.0	162.0
89-74	3253.0	529.0
9-40	2039.0	985.0
9-42	2164.0	245.0
9-47	2736.0	516.0
9-58	823.0	792.0
9-62	4910.0	872.0
9-74	2136.0	972.0
90-2	2154.0	104.0
90-25	1262.0	643.0
90-4	2111.0	122.0
90-48	2642.0	408.0
90-72	2079.0	356.0
90-93	1078.0	985.0
91-22	3062.0	134.0
91-52	3610.0	333.0
91-60	2804.0	46.0
93-18	3723.0	804.0
93-36	1279.0	448.0
94-56	3178.0	519.0
94-58	3739.0	118.0
95-37	4127.0	977.0
95-49	3481.0	571.0
96-95	2865.0	743.0
97-33	4800.0	725.0
98-1	3353.0	127.0
98-37	3493.0	401.0
98-46	3054.0	677.0
98-73	3202.0	349.0
