54	4504.0	317.0
54	2017.0	496.0
54	1099.0	667.0
54	1468.0	302.0
54	3564.0	742.0
54	4227.0	518.0
54	2114.0	263.0
55	2658.0	201.0
55	911.0	999.0
55	737.0	249.0
55	1161.0	337.0
55	3522.0	288.0
56	1871.0	305.0
56	1865.0	866.0
56	4593.0	433.0
56	4978.0	49.0
56	2334.0	168.0
56	3178.0	519.0
56	2305.0	591.0
56	1351.0	493.0
56	4926.0	647.0
57	187.0	259.0
57	2750.0	326.0
57	2267.0	737.0
57	1419.0	158.0
57	2852.0	457.0
57	3609.0	793.0
58	3669.0	714.0
58	2777.0	732.0
58	616.0	109.0
58	1122.0	696.0
58	2349.0	932.0
58	823.0	792.0
58	3739.0	118.0
58	4141.0	233.0
59	2107.0	971.0
59	3602.0	237.0
59	1013.0	283.0
59	1716.0	603.0
59	2810.0	823.0
59	3279.0	115.0
59	2500.0	696.0
59	4357.0	1000.0
6	3112.0	162.0
6	3840.0	507.0
60	1480.0	772.0
60	248.0	443.0
60	3063.0	946.0
60	4736.0	197.0
60	4747.0	973.0
60	4805.0	890.0
60	3209.0	720.0
60	2743.0	722.0
60	2804.0	46.0
60	749.0	567.0
60	2666.0	875.0
61	3410.0	65.0
61	4513.0	713.0
61	4783.0	649.0
61	2192.0	786.0
61	1611.0	910.0
61	3428.0	864.0
62	1202.0	279.0
62	1031.0	919.0
62	2675.0	999.0
62	1211.0	477.0
62	4910.0	872.0
62	3288.0	721.0
62	3139.0	469.0
62	2860.0	614.0
62	3117.0	646.0
62	2359.0	706.0
62	1278.0	333.0
63	2152.0	751.0
63	737.0	429.0
63	1031.0	446.0
63	1009.0	289.0
63	4787.0	73.0
64	309.0	906.0
64	2040.0	604.0
64	312.0	888.0
64	323.0	768.0
64	2521.0	514.0
65	410.0	510.0
65	1355.0	350.0
65	443.0	296.0
65	779.0	117.0
65	2586.0	949.0
65	2646.0	47.0
65	1092.0	512.0
65	2917.0	358.0
65	2400.0	375.0
66	1867.0	260.0
66	4237.0	162.0
66	4482.0	988.0
67	4002.0	270.0
67	2071.0	588.0
67	2900.0	502.0
67	2559.0	662.0
67	4529.0	121.0
67	3859.0	682.0
67	3751.0	441.0
68	4712.0	159.0
68	3803.0	253.0
68	2776.0	238.0
68	3515.0	774.0
68	4856.0	223.0
69	1596.0	116.0
69	3018.0	378.0
69	466.0	785.0
69	302.0	470.0
69	4548.0	679.0
69	327.0	305.0
69	1859.0	939.0
69	3570.0	241.0
69	1581.0	284.0
69	3423.0	504.0
70	4625.0	628.0
70	3788.0	600.0
70	1961.0	944.0
70	2628.0	561.0
71	4196.0	441.0
71	2644.0	539.0
71	220.0	764.0
71	1248.0	223.0
71	4037.0	730.0
72	928.0	536.0
72	3906.0	395.0
72	2079.0	356.0
72	4337.0	619.0
73	1896.0	186.0
73	1857.0	466.0
73	1729.0	50.0
73	2723.0	784.0
73	2627.0	302.0
73	3202.0	349.0
73	4963.0	885.0
73	3454.0	113.0
73	3000.0	687.0
74	3253.0	529.0
74	3275.0	670.0
74	2136.0	972.0
74	665.0	592.0
75	4029.0	685.0
75	3678.0	78.0
75	611.0	686.0
76	1841.0	699.0
76	4673.0	486.0
76	816.0	932.0
76	1187.0	312.0
76	4467.0	840.0
76	3461.0	151.0
76	1901.0	133.0
77	4221.0	951.0
77	4928.0	413.0
78	1343.0	766.0
78	3498.0	900.0
79	1212.0	952.0
79	750.0	598.0
79	4150.0	905.0
79	3913.0	706.0
8	1294.0	592.0
8	3387.0	871.0
8	2905.0	792.0
80	3138.0	978.0
80	226.0	311.0
81	2606.0	64.0
81	1806.0	288.0
81	721.0	489.0
81	599.0	188.0
81	2828.0	179.0
81	2161.0	88.0
82	4521.0	702.0
82	3285.0	450.0
82	2402.0	371.0
83	3256.0	842.0
83	2030.0	791.0
83	3108.0	356.0
84	3242.0	398.0
84	527.0	419.0
84	2212.0	497.0
85	3653.0	639.0
85	2801.0	479.0
85	2042.0	226.0
86	3498.0	925.0
86	1432.0	284.0
86	3153.0	542.0
86	4800.0	289.0
87	2013.0	519.0
87	3005.0	344.0
88	1713.0	822.0
88	1764.0	217.0
88	1790.0	586.0
88	2656.0	921.0
88	1460.0	856.0
89	707.0	176.0
89	3674.0	465.0
89	2801.0	683.0
9	531.0	314.0
9	1474.0	628.0
90	293.0	183.0
91	1413.0	414.0
92	987.0	383.0
92	797.0	239.0
92	4878.0	185.0
93	3814.0	276.0
93	1078.0	985.0
94	4477.0	548.0
94	2026.0	478.0
95	1490.0	525.0
95	2865.0	743.0
96	479.0	900.0
96	304.0	816.0
97	169.0	808.0
98	1175.0	728.0
98	4532.0	644.0
98	955.0	859.0
99	1034.0	936.0
